Step Time(ns) rpsystem.singlet rpsystem.t0 rpsystem.tp rpsystem.tm rpsystem.identity 
1 94.4 0.385718 0.214601 0.233325 0.166357 1 
1 94.6 0.384915 0.214841 0.233697 0.166546 1 
1 94.8 0.384189 0.214982 0.234102 0.166726 1 
1 95 0.383538 0.215025 0.234532 0.166905 1 
1 95.2 0.382919 0.21502 0.234971 0.16709 1 
1 95.4 0.382274 0.215037 0.235403 0.167287 1 
1 95.6 0.381553 0.215138 0.235817 0.167492 1 
1 95.8 0.380742 0.215342 0.236216 0.1677 1 
1 96 0.379865 0.21562 0.236613 0.167902 1 
1 96.2 0.378973 0.215908 0.237025 0.168095 1 
1 96.4 0.378124 0.216136 0.237466 0.168274 1 
1 96.6 0.377353 0.216261 0.23794 0.168446 1 
1 96.8 0.376654 0.216292 0.238438 0.168616 1 
1 97 0.375986 0.216278 0.238942 0.168794 1 
1 97.2 0.375288 0.216293 0.239437 0.168982 1 
1 97.4 0.374515 0.216395 0.239911 0.169179 1 
1 97.6 0.373652 0.216601 0.240369 0.169378 1 
1 97.8 0.372727 0.216877 0.240825 0.169571 1 
1 98 0.371793 0.217157 0.241297 0.169753 1 
1 98.2 0.370906 0.217373 0.241799 0.169923 1 
1 98.4 0.370097 0.217485 0.242333 0.170085 1 
1 98.6 0.36936 0.217504 0.242888 0.170248 1 
1 98.8 0.368651 0.217484 0.243447 0.170417 1 
1 99 0.367913 0.217498 0.243992 0.170597 1 
1 99.2 0.367098 0.217602 0.244514 0.170785 1 
1 99.4 0.366196 0.217809 0.245019 0.170975 1 
1 99.6 0.365237 0.218083 0.245522 0.171158 1 
1 99.8 0.364273 0.218357 0.246041 0.171329 1 
1 100 0.363361 0.218562 0.246589 0.171488 1 
1 100.2 0.362528 0.218662 0.247168 0.171642 1 
1 100.4 0.361767 0.218671 0.247765 0.171796 1 
1 100.6 0.361035 0.218646 0.248362 0.171957 1 
1 100.8 0.360272 0.218659 0.248941 0.172129 1 
1 101 0.359432 0.218766 0.249494 0.172308 1 
1 101.2 0.358509 0.218975 0.250028 0.172489 1 
1 101.4 0.357533 0.219247 0.250559 0.172661 1 
1 101.6 0.356557 0.219515 0.251107 0.172821 1 
1 101.8 0.355636 0.21971 0.251683 0.17297 1 
1 102 0.354798 0.219799 0.252288 0.173115 1 
1 102.2 0.354033 0.219799 0.252907 0.173261 1 
1 102.4 0.353297 0.21977 0.253521 0.173413 1 
1 102.6 0.352529 0.219783 0.254112 0.173576 1 
1 102.8 0.351685 0.219892 0.254675 0.173747 1 
1 103 0.350761 0.220104 0.255218 0.173918 1 
1 103.2 0.349788 0.220376 0.255757 0.174079 1 
1 103.4 0.348821 0.220638 0.256313 0.174228 1 
1 103.6 0.347911 0.220824 0.256896 0.174368 1 
1 103.8 0.347088 0.220903 0.257504 0.174505 1 
1 104 0.346341 0.220895 0.258122 0.174641 1 
1 104.2 0.345623 0.220862 0.258731 0.174785 1 
1 104.4 0.344872 0.220875 0.259313 0.17494 1 
1 104.6 0.344046 0.220988 0.259864 0.175103 1 
1 104.8 0.343142 0.221202 0.260393 0.175263 1 
1 105 0.342194 0.221474 0.260918 0.175413 1 
1 105.2 0.341256 0.221732 0.26146 0.175553 1 
1 105.4 0.34038 0.221909 0.262027 0.175684 1 
1 105.6 0.339593 0.221978 0.262616 0.175812 1 
1 105.8 0.338886 0.221963 0.263212 0.17594 1 
1 106 0.338207 0.221925 0.263792 0.176076 1 
1 106.2 0.337494 0.22194 0.264343 0.176223 1 
1 106.4 0.336707 0.222056 0.26486 0.176378 1 
1 106.6 0.335844 0.222274 0.265354 0.176528 1 
1 106.8 0.334941 0.222546 0.265845 0.176668 1 
1 107 0.334052 0.222799 0.266351 0.176798 1 
1 107.2 0.333229 0.222968 0.266882 0.176922 1 
1 107.4 0.3325 0.223027 0.267431 0.177041 1 
1 107.6 0.331852 0.223004 0.267983 0.177161 1 
1 107.8 0.331232 0.222963 0.268516 0.17729 1 
1 108 0.330576 0.222978 0.269015 0.17743 1 
1 108.2 0.329847 0.223098 0.269479 0.177576 1 
1 108.4 0.329043 0.22332 0.269919 0.177717 1 
1 108.6 0.328202 0.223592 0.270357 0.177848 1 
1 108.8 0.327379 0.223841 0.270811 0.17797 1 
1 109 0.326626 0.224002 0.271287 0.178085 1 
1 109.2 0.325972 0.224051 0.27178 0.178197 1 
1 109.4 0.325399 0.22402 0.272271 0.17831 1 
1 109.6 0.324854 0.223975 0.272739 0.178432 1 
1 109.8 0.324271 0.223992 0.27317 0.178567 1 
1 110 0.323613 0.224116 0.273566 0.178705 1 
1 110.2 0.322883 0.224341 0.273939 0.178837 1 
1 110.4 0.322117 0.224614 0.27431 0.178959 1 
1 110.6 0.321372 0.224858 0.274697 0.179073 1 
1 110.8 0.320702 0.22501 0.275105 0.179182 1 
1 111 0.320135 0.22505 0.275528 0.179287 1 
1 111.2 0.319651 0.22501 0.275945 0.179394 1 
1 111.4 0.319191 0.224961 0.276337 0.179511 1 
1 111.6 0.318691 0.224979 0.276691 0.179639 1 
1 111.8 0.318115 0.225107 0.277008 0.17977 1 
1 112 0.317466 0.225337 0.277303 0.179894 1 
1 112.2 0.316783 0.22561 0.277598 0.180009 1 
1 112.4 0.316124 0.225849 0.27791 0.180117 1 
1 112.6 0.315545 0.225992 0.278243 0.18022 1 
1 112.8 0.315073 0.22602 0.278588 0.180318 1 
1 113 0.314684 0.225972 0.278924 0.18042 1 
1 113.2 0.314315 0.22592 0.279233 0.180533 1 
1 113.4 0.313902 0.225939 0.279503 0.180656 1 
1 113.6 0.313412 0.226071 0.279736 0.18078 1 
1 113.8 0.312848 0.226304 0.27995 0.180897 1 
1 114 0.31225 0.226577 0.280166 0.181006 1 
1 114.2 0.31168 0.226811 0.280399 0.181109 1 
1 114.4 0.311196 0.226944 0.280654 0.181206 1 
1 114.6 0.310821 0.226961 0.280918 0.1813 1 
1 114.8 0.310527 0.226904 0.281172 0.181397 1 
1 115 0.31025 0.226848 0.281396 0.181506 1 
1 115.2 0.309925 0.226869 0.281581 0.181625 1 
1 115.4 0.309519 0.227006 0.281732 0.181744 1 
1 115.6 0.309037 0.227242 0.281866 0.181855 1 
1 115.8 0.308523 0.227514 0.282003 0.181959 1 
1 116 0.308041 0.227742 0.282159 0.182057 1 
1 116.2 0.30765 0.227864 0.282337 0.18215 1 
1 116.4 0.307369 0.227869 0.282522 0.182239 1 
1 116.6 0.307167 0.227803 0.282696 0.182334 1 
1 116.8 0.306977 0.227743 0.28284 0.18244 1 
1 117 0.306734 0.227766 0.282945 0.182555 1 
1 117.2 0.306407 0.227908 0.283017 0.182668 1 
1 117.4 0.306002 0.228147 0.283076 0.182775 1 
1 117.6 0.305566 0.228418 0.28314 0.182875 1 
1 117.8 0.305166 0.228639 0.283226 0.18297 1 
1 118 0.304862 0.228749 0.283331 0.183058 1 
1 118.2 0.304669 0.228742 0.283445 0.183144 1 
1 118.4 0.304551 0.228667 0.283545 0.183237 1 
1 118.6 0.304439 0.228604 0.283615 0.183342 1 
1 118.8 0.304271 0.228629 0.283647 0.183453 1 
1 119 0.304014 0.228775 0.283649 0.183562 1 
1 119.2 0.303676 0.229018 0.283641 0.183665 1 
1 119.4 0.303308 0.229287 0.283641 0.183763 1 
1 119.6 0.302983 0.229499 0.283664 0.183854 1 
1 119.8 0.302756 0.229597 0.283707 0.183939 1 
1 120 0.302642 0.229578 0.283757 0.184023 1 
1 120.2 0.302598 0.229494 0.283792 0.184116 1 
1 120.4 0.302556 0.229429 0.283797 0.184218 1 
1 120.6 0.30245 0.229457 0.283767 0.184326 1 
1 120.8 0.302251 0.229608 0.283709 0.184432 1 
1 121 0.301969 0.229853 0.283645 0.184533 1 
1 121.2 0.30166 0.23012 0.283592 0.184628 1 
1 121.4 0.301399 0.230323 0.283562 0.184717 1 
1 121.6 0.30124 0.230408 0.283552 0.184799 1 
1 121.8 0.301193 0.230376 0.283548 0.184883 1 
1 122 0.301212 0.230284 0.283529 0.184975 1 
1 122.2 0.301227 0.230217 0.28348 0.185076 1 
1 122.4 0.301173 0.230248 0.283398 0.185182 1 
1 122.6 0.301019 0.230404 0.283292 0.185285 1 
1 122.8 0.300781 0.230652 0.283182 0.185384 1 
1 123 0.300521 0.230915 0.283086 0.185478 1 
1 123.2 0.300313 0.231109 0.283015 0.185564 1 
1 123.4 0.300212 0.231181 0.282963 0.185645 1 
1 123.6 0.30022 0.231136 0.282915 0.185728 1 
1 123.8 0.300291 0.231036 0.282852 0.18582 1 
1 124 0.300351 0.230969 0.28276 0.185921 1 
1 124.2 0.300335 0.231004 0.282637 0.186024 1 
1 124.4 0.300215 0.231166 0.282493 0.186126 1 
1 124.6 0.300012 0.231416 0.282349 0.186224 1 
1 124.8 0.299789 0.231675 0.282221 0.186315 1 
1 125 0.299625 0.231858 0.282118 0.1864 1 
1 125.2 0.299571 0.231916 0.282033 0.18648 1 
1 125.4 0.299625 0.231859 0.281951 0.186564 1 
1 125.6 0.299737 0.231753 0.281854 0.186656 1 
1 125.8 0.299831 0.231685 0.281728 0.186756 1 
1 126 0.299843 0.231726 0.281573 0.186858 1 
1 126.2 0.299746 0.231893 0.281402 0.186959 1 
1 126.4 0.299566 0.232145 0.281233 0.187056 1 
1 126.6 0.299373 0.232399 0.281082 0.187146 1 
1 126.8 0.299245 0.232571 0.280955 0.187229 1 
1 127 0.299229 0.232615 0.280846 0.18731 1 
1 127.2 0.29932 0.232547 0.280738 0.187394 1 
1 127.4 0.299463 0.232436 0.280614 0.187487 1 
1 127.6 0.299582 0.232369 0.280463 0.187586 1 
1 127.8 0.299612 0.232416 0.280286 0.187687 1 
1 128 0.299529 0.232589 0.280095 0.187787 1 
1 128.2 0.299366 0.232842 0.279908 0.187883 1 
1 128.4 0.299196 0.23309 0.279741 0.187972 1 
1 128.6 0.299097 0.233251 0.279598 0.188055 1 
1 128.8 0.299113 0.233281 0.27947 0.188136 1 
1 129 0.299233 0.233203 0.279343 0.188222 1 
1 129.2 0.2994 0.233087 0.279199 0.188314 1 
1 129.4 0.299536 0.233023 0.279028 0.188413 1 
1 129.6 0.299576 0.233076 0.278834 0.188513 1 
1 129.8 0.299502 0.233256 0.278629 0.188613 1 
1 130 0.29935 0.23351 0.278431 0.188709 1 
1 130.2 0.299199 0.233752 0.278253 0.188797 1 
1 130.4 0.299124 0.2339 0.278098 0.188879 1 
1 130.6 0.299166 0.233917 0.277957 0.188961 1 
1 130.8 0.29931 0.233828 0.277814 0.189048 1 
1 131 0.299496 0.233709 0.277653 0.189141 1 
1 131.2 0.299643 0.23365 0.277468 0.189239 1 
1 131.4 0.299688 0.233711 0.277262 0.18934 1 
1 131.6 0.299617 0.233896 0.277048 0.189439 1 
1 131.8 0.299474 0.234151 0.276842 0.189534 1 
1 132 0.299337 0.234385 0.276656 0.189621 1 
1 132.2 0.299284 0.234521 0.276491 0.189704 1 
1 132.4 0.299349 0.234525 0.276339 0.189787 1 
1 132.6 0.299515 0.234427 0.276183 0.189875 1 
1 132.8 0.299715 0.234306 0.27601 0.189968 1 
1 133 0.299868 0.234252 0.275813 0.190066 1 
1 133.2 0.299914 0.234321 0.275597 0.190167 1 
1 133.4 0.299845 0.234513 0.275376 0.190266 1 
1 133.6 0.299708 0.234767 0.275165 0.19036 1 
1 133.8 0.299585 0.234995 0.274973 0.190447 1 
1 134 0.299552 0.235117 0.274801 0.19053 1 
1 134.2 0.299639 0.235108 0.274639 0.190615 1 
1 134.4 0.299823 0.235002 0.274472 0.190703 1 
1 134.6 0.300034 0.234881 0.274287 0.190797 1 
1 134.8 0.300191 0.234833 0.27408 0.190896 1 
1 135 0.300235 0.234911 0.273857 0.190997 1 
1 135.2 0.300165 0.235109 0.27363 0.191096 1 
1 135.4 0.300034 0.235363 0.273414 0.191189 1 
1 135.6 0.299926 0.235581 0.273217 0.191276 1 
1 135.8 0.299911 0.235691 0.273038 0.19136 1 
1 136 0.300019 0.235669 0.272867 0.191445 1 
1 136.2 0.300219 0.235556 0.27269 0.191535 1 
1 136.4 0.30044 0.235436 0.272495 0.19163 1 
1 136.6 0.300597 0.235395 0.272279 0.191729 1 
1 136.8 0.300639 0.235483 0.272049 0.191829 1 
1 137 0.300568 0.235686 0.271818 0.191928 1 
1 137.2 0.300442 0.235939 0.271598 0.192021 1 
1 137.4 0.300347 0.236148 0.271397 0.192108 1 
1 137.6 0.300351 0.236244 0.271212 0.192193 1 
1 137.8 0.300478 0.23621 0.271032 0.192279 1 
1 138 0.300694 0.236091 0.270846 0.19237 1 
1 138.2 0.300921 0.235972 0.270641 0.192465 1 
1 138.4 0.301077 0.23594 0.270418 0.192565 1 
1 138.6 0.301114 0.236037 0.270183 0.192666 1 
1 138.8 0.301041 0.236247 0.269948 0.192764 1 
1 139 0.300921 0.236497 0.269725 0.192857 1 
1 139.2 0.300839 0.236696 0.26952 0.192944 1 
1 139.4 0.300862 0.236779 0.269329 0.19303 1 
1 139.6 0.301007 0.236732 0.269143 0.193118 1 
1 139.8 0.301235 0.236608 0.268948 0.19321 1 
1 140 0.301465 0.236493 0.268736 0.193306 1 
1 140.2 0.301617 0.236469 0.268507 0.193406 1 
1 140.4 0.301648 0.236577 0.268268 0.193507 1 
1 140.6 0.301572 0.236791 0.268032 0.193605 1 
1 140.8 0.301457 0.237038 0.267807 0.193697 1 
1 141 0.301388 0.237227 0.2676 0.193785 1 
1 141.2 0.301427 0.237295 0.267405 0.193872 1 
1 141.4 0.301589 0.237238 0.267212 0.193961 1 
1 141.6 0.301826 0.237109 0.267011 0.194054 1 
1 141.8 0.302057 0.236998 0.266794 0.194151 1 
1 142 0.302202 0.236985 0.266562 0.194251 1 
1 142.2 0.302223 0.237102 0.266322 0.194352 1 
1 142.4 0.302143 0.237321 0.266086 0.19445 1 
1 142.6 0.302032 0.237563 0.265862 0.194542 1 
1 142.8 0.301974 0.237741 0.265654 0.194631 1 
1 143 0.302028 0.237795 0.265457 0.194719 1 
1 143.2 0.302203 0.237726 0.265262 0.194809 1 
1 143.4 0.302445 0.237595 0.265058 0.194903 1 
1 143.6 0.302672 0.237489 0.264839 0.195001 1 
1 143.8 0.302806 0.237486 0.264607 0.195102 1 
1 144 0.302816 0.237613 0.264369 0.195203 1 
1 144.2 0.302729 0.237835 0.264136 0.1953 1 
1 144.4 0.302619 0.238073 0.263916 0.195392 1 
1 144.6 0.302569 0.238238 0.263711 0.195482 1 
1 144.8 0.302636 0.238278 0.263515 0.195571 1 
1 145 0.302819 0.238199 0.26332 0.195662 1 
1 145.2 0.303062 0.238065 0.263116 0.195756 1 
1 145.4 0.30328 0.237965 0.2629 0.195855 1 
1 145.6 0.303399 0.237973 0.262672 0.195957 1 
1 145.8 0.303394 0.238109 0.26244 0.196057 1 
1 146 0.303297 0.238334 0.262215 0.196154 1 
1 146.2 0.303186 0.238566 0.262002 0.196247 1 
1 146.4 0.303142 0.238718 0.261803 0.196338 1 
1 146.6 0.303217 0.238743 0.261612 0.196428 1 
1 146.8 0.303404 0.238655 0.261422 0.196519 1 
1 147 0.303642 0.23852 0.261224 0.196614 1 
1 147.2 0.303845 0.238428 0.261014 0.196714 1 
1 147.4 0.303944 0.238446 0.260795 0.196815 1 
1 147.6 0.303919 0.238591 0.260574 0.196915 1 
1 147.8 0.30381 0.238818 0.26036 0.197012 1 
1 148 0.303694 0.239042 0.260159 0.197106 1 
1 148.2 0.303652 0.239181 0.25997 0.197197 1 
1 148.4 0.303731 0.239192 0.259789 0.197287 1 
1 148.6 0.303917 0.239095 0.259608 0.19738 1 
1 148.8 0.304144 0.23896 0.25942 0.197476 1 
1 149 0.304327 0.238876 0.259222 0.197576 1 
1 149.2 0.304401 0.238906 0.259016 0.197677 1 
1 149.4 0.304353 0.239059 0.258811 0.197777 1 
1 149.6 0.304227 0.239286 0.258613 0.197874 1 
1 149.8 0.304104 0.239501 0.258428 0.197967 1 
1 150 0.304061 0.239626 0.258254 0.198059 1 
1 150.2 0.304139 0.239623 0.258088 0.19815 1 
1 150.4 0.304318 0.239519 0.25792 0.198243 1 
1 150.6 0.304529 0.239385 0.257747 0.19834 1 
1 150.8 0.304686 0.239309 0.257565 0.19844 1 
1 151 0.304731 0.239351 0.257378 0.198541 1 
1 151.2 0.304656 0.239511 0.257192 0.19864 1 
1 151.4 0.304511 0.239738 0.257015 0.198737 1 
1 151.6 0.304377 0.239943 0.256849 0.19883 1 
1 151.8 0.30433 0.240053 0.256695 0.198922 1 
1 152 0.304403 0.240038 0.256546 0.199013 1 
1 152.2 0.30457 0.239926 0.256397 0.199107 1 
1 152.4 0.304758 0.239795 0.256243 0.199204 1 
1 152.6 0.304886 0.239729 0.256082 0.199304 1 
1 152.8 0.304897 0.239781 0.255917 0.199404 1 
1 153 0.304793 0.239949 0.255755 0.199503 1 
1 153.2 0.304626 0.240173 0.255602 0.199599 1 
1 153.4 0.30448 0.240368 0.255459 0.199693 1 
1 153.6 0.304425 0.240463 0.255327 0.199785 1 
1 153.8 0.304489 0.240435 0.2552 0.199876 1 
1 154 0.30464 0.240318 0.255072 0.19997 1 
1 154.2 0.304802 0.24019 0.254941 0.200067 1 
1 154.4 0.304896 0.240134 0.254804 0.200166 1 
1 154.6 0.304871 0.240198 0.254665 0.200266 1 
1 154.8 0.304735 0.240371 0.254529 0.200364 1 
1 155 0.304546 0.240592 0.254402 0.20046 1 
1 155.2 0.304386 0.240775 0.254286 0.200553 1 
1 155.4 0.304322 0.240856 0.254178 0.200645 1 
1 155.6 0.304374 0.240815 0.254075 0.200736 1 
1 155.8 0.304505 0.240694 0.253972 0.20083 1 
1 156 0.304638 0.240571 0.253865 0.200927 1 
1 156.2 0.304695 0.240526 0.253754 0.201025 1 
1 156.4 0.304633 0.2406 0.253643 0.201124 1 
1 156.6 0.304465 0.240778 0.253536 0.201221 1 
1 156.8 0.304253 0.240994 0.253437 0.201316 1 
1 157 0.304078 0.241166 0.253347 0.201409 1 
1 157.2 0.304004 0.241231 0.253265 0.2015 1 
1 157.4 0.304042 0.241179 0.253188 0.201591 1 
1 157.6 0.304151 0.241055 0.25311 0.201684 1 
1 157.8 0.304252 0.240938 0.253029 0.20178 1 
1 158 0.304272 0.240904 0.252946 0.201878 1 
1 158.2 0.304173 0.240988 0.252863 0.201976 1 
1 158.4 0.303974 0.241169 0.252785 0.202072 1 
1 158.6 0.30374 0.24138 0.252714 0.202166 1 
1 158.8 0.303552 0.241539 0.252652 0.202257 1 
1 159 0.303467 0.241589 0.252596 0.202348 1 
1 159.2 0.303491 0.241527 0.252544 0.202438 1 
1 159.4 0.303576 0.241402 0.252491 0.202531 1 
1 159.6 0.303645 0.241292 0.252437 0.202626 1 
1 159.8 0.303627 0.24127 0.252381 0.202722 1 
1 160 0.303491 0.241363 0.252327 0.202819 1 
1 160.2 0.303263 0.241547 0.252277 0.202913 1 
1 160.4 0.30301 0.241751 0.252233 0.203006 1 
1 160.6 0.302811 0.241896 0.252197 0.203096 1 
1 160.8 0.302716 0.241932 0.252166 0.203186 1 
1 161 0.302725 0.241861 0.252138 0.203276 1 
1 161.2 0.302787 0.241735 0.25211 0.203367 1 
1 161.4 0.302824 0.241634 0.252081 0.203461 1 
1 161.6 0.30277 0.241623 0.252052 0.203556 1 
1 161.8 0.3026 0.241725 0.252024 0.20365 1 
1 162 0.302346 0.24191 0.252001 0.203744 1 
1 162.2 0.302077 0.242106 0.251983 0.203835 1 
1 162.4 0.301868 0.242237 0.251971 0.203924 1 
1 162.6 0.301765 0.242259 0.251964 0.204012 1 
1 162.8 0.301761 0.24218 0.251958 0.2041 1 
1 163 0.3018 0.242056 0.251953 0.204191 1 
1 163.2 0.301806 0.241963 0.251947 0.204283 1 
1 163.4 0.301718 0.241964 0.251942 0.204376 1 
1 163.6 0.301517 0.242075 0.251939 0.204469 1 
1 163.8 0.301241 0.242259 0.251939 0.20456 1 
1 164 0.30096 0.242446 0.251945 0.20465 1 
1 164.2 0.300745 0.242563 0.251955 0.204737 1 
1 164.4 0.300636 0.242572 0.251968 0.204824 1 
1 164.6 0.30062 0.242487 0.251983 0.204911 1 
1 164.8 0.300637 0.242365 0.251998 0.205 1 
1 165 0.300614 0.242282 0.252013 0.205091 1 
1 165.2 0.300495 0.242295 0.252029 0.205182 1 
1 165.4 0.300268 0.242412 0.252048 0.205272 1 
1 165.6 0.299973 0.242595 0.25207 0.205361 1 
1 165.8 0.299683 0.242772 0.252095 0.205449 1 
1 166 0.299466 0.242875 0.252124 0.205534 1 
1 166.2 0.299353 0.242872 0.252155 0.205619 1 
1 166.4 0.299326 0.242781 0.252187 0.205705 1 
1 166.6 0.299324 0.242663 0.25222 0.205793 1 
1 166.8 0.299275 0.242591 0.252254 0.205881 1 
1 167 0.299127 0.242614 0.252289 0.20597 1 
1 167.2 0.298878 0.242738 0.252326 0.206058 1 
1 167.4 0.29857 0.242919 0.252366 0.206145 1 
1 167.6 0.298276 0.243085 0.252408 0.206231 1 
1 167.8 0.298059 0.243174 0.252453 0.206314 1 
1 168 0.297945 0.243159 0.252499 0.206397 1 
1 168.2 0.297909 0.243064 0.252546 0.206481 1 
1 168.4 0.297889 0.242951 0.252593 0.206567 1 
1 168.6 0.297815 0.242889 0.252643 0.206653 1 
1 168.8 0.297643 0.242924 0.252693 0.20674 1 
1 169 0.297375 0.243053 0.252746 0.206826 1 
1 169.2 0.297059 0.24323 0.252801 0.206911 1 
1 169.4 0.296764 0.243385 0.252858 0.206994 1 
1 169.6 0.29655 0.24346 0.252915 0.207075 1 
1 169.8 0.296436 0.243434 0.252973 0.207156 1 
1 170 0.296393 0.243337 0.253032 0.207239 1 
1 170.2 0.296357 0.243229 0.253092 0.207322 1 
1 170.4 0.296261 0.243179 0.253154 0.207406 1 
1 170.6 0.296068 0.243223 0.253218 0.20749 1 
1 170.8 0.295786 0.243356 0.253284 0.207574 1 
1 171 0.295465 0.243528 0.253351 0.207656 1 
1 171.2 0.295173 0.243672 0.253419 0.207737 1 
1 171.4 0.294965 0.243733 0.253486 0.207816 1 
1 171.6 0.294853 0.243698 0.253554 0.207895 1 
1 171.8 0.294803 0.243599 0.253622 0.207975 1 
1 172 0.294752 0.243498 0.253693 0.208057 1 
1 172.2 0.294638 0.243459 0.253765 0.208138 1 
1 172.4 0.294427 0.243513 0.25384 0.20822 1 
1 172.6 0.294134 0.243649 0.253916 0.208301 1 
1 172.8 0.293811 0.243815 0.253993 0.208381 1 
1 173 0.293526 0.243946 0.254069 0.208459 1 
1 173.2 0.293325 0.243994 0.254144 0.208536 1 
1 173.4 0.293216 0.243951 0.25422 0.208613 1 
1 173.6 0.293161 0.243852 0.254296 0.208691 1 
1 173.8 0.293096 0.243759 0.254374 0.20877 1 
1 174 0.292964 0.243731 0.254456 0.208849 1 
1 174.2 0.292739 0.243793 0.254539 0.208928 1 
1 174.4 0.292439 0.243931 0.254624 0.209007 1 
1 174.6 0.292118 0.24409 0.254708 0.209084 1 
1 174.8 0.29184 0.244209 0.254791 0.20916 1 
1 175 0.291648 0.244245 0.254872 0.209235 1 
1 175.2 0.291543 0.244194 0.254953 0.20931 1 
1 175.4 0.291483 0.244096 0.255036 0.209386 1 
1 175.6 0.291406 0.244011 0.255121 0.209462 1 
1 175.8 0.291259 0.243994 0.255209 0.209539 1 
1 176 0.291021 0.244064 0.255299 0.209615 1 
1 176.2 0.290716 0.244202 0.25539 0.209691 1 
1 176.4 0.2904 0.244354 0.25548 0.209766 1 
1 176.6 0.290132 0.24446 0.255568 0.209839 1 
1 176.8 0.28995 0.244484 0.255654 0.209912 1 
1 177 0.289848 0.244427 0.25574 0.209985 1 
1 177.2 0.289783 0.244332 0.255827 0.210058 1 
1 177.4 0.289695 0.244256 0.255917 0.210132 1 
1 177.6 0.289534 0.244249 0.256011 0.210206 1 
1 177.8 0.289287 0.244326 0.256107 0.21028 1 
1 178 0.28898 0.244463 0.256203 0.210353 1 
1 178.2 0.288671 0.244607 0.256297 0.210426 1 
1 178.4 0.288414 0.244701 0.256388 0.210497 1 
1 178.6 0.288242 0.244713 0.256478 0.210567 1 
1 178.8 0.288144 0.244652 0.256566 0.210638 1 
1 179 0.288075 0.244559 0.256657 0.210709 1 
1 179.2 0.287975 0.244492 0.256752 0.210781 1 
1 179.4 0.287802 0.244495 0.25685 0.210852 1 
1 179.6 0.287548 0.244579 0.25695 0.210923 1 
1 179.8 0.287242 0.244714 0.25705 0.210994 1 
1 180 0.286941 0.244849 0.257147 0.211064 1 
1 180.2 0.286697 0.24493 0.25724 0.211132 1 
1 180.4 0.286536 0.244933 0.257331 0.2112 1 
1 180.6 0.286441 0.244867 0.257423 0.211269 1 
1 180.8 0.286367 0.244779 0.257516 0.211338 1 
1 181 0.286258 0.244721 0.257614 0.211407 1 
1 181.2 0.286075 0.244734 0.257715 0.211476 1 
1 181.4 0.285815 0.244822 0.257818 0.211545 1 
1 181.6 0.285513 0.244955 0.25792 0.211613 1 
1 181.8 0.285222 0.24508 0.258018 0.21168 1 
1 182 0.284992 0.245149 0.258113 0.211746 1 
1 182.2 0.284841 0.245142 0.258205 0.211812 1 
1 182.4 0.28475 0.245075 0.258297 0.211878 1 
1 182.6 0.284672 0.244991 0.258392 0.211945 1 
1 182.8 0.284553 0.244943 0.258492 0.212012 1 
1 183 0.284362 0.244965 0.258595 0.212078 1 
1 183.2 0.2841 0.245057 0.258699 0.212144 1 
1 183.4 0.283803 0.245186 0.258801 0.21221 1 
1 183.6 0.283525 0.245301 0.2589 0.212275 1 
1 183.8 0.283308 0.245359 0.258994 0.212339 1 
1 184 0.283168 0.245344 0.259086 0.212403 1 
1 184.2 0.283081 0.245274 0.259178 0.212467 1 
1 184.4 0.282999 0.245196 0.259273 0.212531 1 
1 184.6 0.282874 0.245158 0.259373 0.212595 1 
1 184.8 0.282676 0.245188 0.259477 0.21266 1 
1 185 0.282414 0.245282 0.259581 0.212723 1 
1 185.2 0.282125 0.245407 0.259682 0.212786 1 
1 185.4 0.281861 0.245512 0.259779 0.212849 1 
1 185.6 0.28166 0.245559 0.259871 0.212911 1 
1 185.8 0.281531 0.245536 0.259961 0.212972 1 
1 186 0.281448 0.245467 0.260051 0.213034 1 
1 186.2 0.281363 0.245395 0.260146 0.213096 1 
1 186.4 0.281231 0.245366 0.260245 0.213158 1 
1 186.6 0.28103 0.245403 0.260347 0.21322 1 
1 186.8 0.28077 0.2455 0.260449 0.213281 1 
1 187 0.280492 0.245618 0.260547 0.213342 1 
1 187.2 0.280243 0.245713 0.260641 0.213402 1 
1 187.4 0.280059 0.245749 0.26073 0.213462 1 
1 187.6 0.279942 0.245721 0.260816 0.213522 1 
1 187.8 0.279863 0.245652 0.260903 0.213581 1 
1 188 0.279777 0.245587 0.260995 0.213641 1 
1 188.2 0.279641 0.245567 0.261091 0.213701 1 
1 188.4 0.279439 0.245611 0.26119 0.213761 1 
1 188.6 0.279185 0.245708 0.261288 0.21382 1 
1 188.8 0.278919 0.245821 0.261382 0.213878 1 
1 189 0.278688 0.245905 0.26147 0.213936 1 
1 189.2 0.278521 0.245932 0.261553 0.213994 1 
1 189.4 0.278416 0.245898 0.261635 0.214051 1 
1 189.6 0.278343 0.245831 0.261717 0.214109 1 
1 189.8 0.278256 0.245773 0.261804 0.214167 1 
1 190 0.278118 0.245762 0.261895 0.214225 1 
1 190.2 0.277917 0.245812 0.261989 0.214282 1 
1 190.4 0.277672 0.245908 0.262081 0.214339 1 
1 190.6 0.277422 0.246014 0.262169 0.214395 1 
1 190.8 0.27721 0.246089 0.26225 0.214451 1 
1 191 0.277061 0.246106 0.262326 0.214507 1 
1 191.2 0.276969 0.246068 0.262401 0.214563 1 
1 191.4 0.276902 0.246003 0.262477 0.214618 1 
1 191.6 0.276816 0.245953 0.262557 0.214674 1 
